,'CS','0.96749999999999991562','it','0.96387999999999984801','es','0.95215712942776575822','id','0.97267999999999987804','it','0.96990000000000009539','es','0.95823749424965487531','id','0.95793999999999990269','es','0.95404000000000011017','it','0.94681999999999988393','la','0.96404000000000000803','es','0.96281999999999989814','it','0.95090000000000007851','la','0.96249184996740000386','it','0.96055360553605539931','id','0.95847199999999999065','la','0.96978399999999975734','it','0.96571379428276582502','id','0.96362599999999987155','la','0.95529399999999975446','la','0.94777779111116455812','it','0.94769368616211679957','id','0.96050199999999996692','la','0.95674599999999998534','it','0.95359572157432948014','id','0.95976894461434414385','it','0.95915588093313819407','id','0.95207146370222495158','la','0.96722172878653311923','it','0.96453594451570789925','id','0.96128052189612800404','la','0.94635408901317474850','la','0.94598894360620999766','it','0.94544026429403271727','id','0.95767230399576708244','la','0.95513260490710427675','it','0.95290580706862915150','id','0.02092292921008941098','cs','0.01696067842713708598','fr','0.01578063122524901371','no','0.06656931970475865601','cs','0.06130245209808388857','nl','0.05856234249369973721','es','0.01954273598303762557','cs','0.01554062162486499581','fr','0.01488059522380895221','no','0.06074850479067071818','cs','0.05572222888915556033','es','0.05300212008480339326','nl','0.02300050601113225526','cs','0.01911007644030577116','fr','0.01718006872027487766','cr','0.07451563934406559009','cs','0.07002270022700220198','nl','0.06672066720667206574','de','0.02166847670648755150','cs','0.01639006556026223818','fr','0.01600006400025600142','no','0.06773549018078398043','cs','0.05992259922599226657','nl','0.05288895200113603867','es','0.02247755880529388531','cs','0.01931190596320893002','fr','0.01778003232733150335','cr','0.07133863579131868859','nl','0.07121908824294127804','cs','0.06310131064470413109','de','0.02074753678683183278','cs','0.01675734889704044023','fr','0.01632912059840109162','cr','0.06547992428994554859','cs','0.06079856871816454594','nl','0.05401154740919666269','es','0.00082014762657278315','cs','0.00032002560204816386','no','0.00026003640509671355','is','0.00474085335360364870','cs','0.00188015041203296236','pl','0.00062004960396831743','cr','0.00100018003240583326','cs','0.00032002560204816386','no','0.00026003640509671355','is','0.00426076693804884870','cs','0.00172013761100888005','pl','0.00058004640371229696','cr','0.00115803010878282845','cs','0.00029400940830106562','is','0.00026200209601676811','no','0.00652816973241304374','cs','0.00363205084871188241','sq','0.00303203032030320346','pl','0.00133203463290045617','cs','0.00028600915229287340','is','0.00024400195201561614','no','0.00577015002390062100','cs','0.00355604978469698614','sq','0.00265402654026540260','pl','0.00117819895562117235','cs','0.00035545713059731345','en','0.00032454810993908130','nl','0.00559735414333299534','cs','0.00342366126299100369','sq','0.00280641976475893163','pl','0.00123456341183144497','cs','0.00033182059505887308','en','0.00031000253638438865','nl','0.00500825466552240819','cs','0.00331911504810944100','sq','0.00253823258283347470','pl'
,'DA','0.87305999999999994721','en','0.86479999999999990212','no','0.85909999999999997478','it','0.89319999999999988294','en','0.89189999999999991509','no','0.88114000000000003432','it','0.86776000000000008683','en','0.85750000000000003997','no','0.85209999999999996856','es','0.88787999999999989154','en','0.88585999999999975874','no','0.87484000000000006203','es','0.86743600000000009587','no','0.86438718632311783985','af','0.86156544626178510615','it','0.89231599999999966499','no','0.88982733896403365392','af','0.88522600000000006837','it','0.85901600000000011281','no','0.85414912489474947854','af','0.85362882903063241891','en','0.88521199999999988783','no','0.88040328241969456613','af','0.87856527139162843287','da','0.87448681631569591399','en','0.86845782306679009110','no','0.86114833353636477398','af','0.89431052476554462327','en','0.89389243788846706185','no','0.88827141189604352789','af','0.86882588663958792985','en','0.86030870993284536130','no','0.85171491532696486093','af','0.88796413805141105602','en','0.88726605618015297328','no','0.87927592463972614745','af','0.04182167286691468311','no','0.03442137685507420941','da','0.02972118884755390461','de','0.09862394495779830406','no','0.06624264970598824076','da','0.05202208088323533042','nl','0.04456178247129884834','no','0.03354134165366615128','da','0.03040121604864194638','de','0.09698387935517417680','no','0.06296251850074004175','da','0.04790191607664306267','nl','0.03976215904863619754','no','0.03814645775749307688','da','0.02700827008270082971','nl','0.08595034380137520080','no','0.07401074010740107956','da','0.05397853978539785685','nl','0.04111216444865778419','no','0.03762045144541734804','da','0.02725627256272562804','de','0.08212632850531402517','no','0.06972469724697248628','da','0.05128451284512847153','nl','0.04126942856805192184','da','0.03858835721980554551','no','0.02747017481020333843','nl','0.08348128855131160819','no','0.07592425756210734178','da','0.05343852188150288729','nl','0.04011851006053686330','da','0.03931472415783706514','no','0.02751926603169292662','nl','0.08094218610084590038','no','0.07124220677567334736','da','0.05087396010701886878','nl','0.00316025282022561757','no','0.00160012801024081918','da','0.00062008681215370144','id','0.01070085606848547588','no','0.00420033602688215085','da','0.00134018762626767754','is','0.00348027842227378132','no','0.00148011840947275789','da','0.00050007000980137220','id','0.01306104488359068234','no','0.00490039203136250802','da','0.00158022123097233624','is','0.00170801366410931244','no','0.00131202099233587721','da','0.00080601450826114874','id','0.00689005512044096186','no','0.00554007756108585662','da','0.00212006784217094952','is','0.00169601356810854449','no','0.00119001904030464488','da','0.00069800977213681009','id','0.00777806222449779500','no','0.00543207604906468990','da','0.00340008840229845876','is','0.00200547460020054739','da','0.00137091781493154903','no','0.00084910403160776116','id','0.00644097350064409997','da','0.00631276744488374047','no','0.00211457621201762954','is','0.00178274510017827439','da','0.00126909898517536010','no','0.00076546637538943754','id','0.00741004715484552996','no','0.00639277376562738791','da','0.00350732374289080629','is'
,'DE','0.87996000000000007546','af','0.87439999999999995506','en','0.87132000000000009443','it','0.89839999999999975433','af','0.89546000000000003372','en','0.89126000000000005219','it','0.86937999999999993062','af','0.86887999999999998568','en','0.85989999999999999769','it','0.89025999999999994028','en','0.88875999999999999446','af','0.88283999999999995811','it','0.87867527205163220572','af','0.86972547890191553854','it','0.86139089112712907692','en','0.90092340554043304213','af','0.89173999999999997712','it','0.88416907335258665412','en','0.86784120704724243556','af','0.85651742606970426852','it','0.85503284026272230456','en','0.89102134612807670777','af','0.87949600000000016653','it','0.87842102736821892073','en','0.87515386447562426575','af','0.87113134956854387791','en','0.86623769540980155579','it','0.89886781406477878065','af','0.89342961247131802427','en','0.88905333378181938819','it','0.86560223855359463840','en','0.86527132825937558280','af','0.85492115873253970992','nl','0.88943323430267040575','af','0.88727686282495576986','en','0.87816853712971409962','nl','0.07008280331213249947','de','0.04248169926797071977','nl','0.04184167366694668128','af','0.12730509220368813050','de','0.08994359774390976725','no','0.08554342173686944883','af','0.06856274250970041673','de','0.04008160326413057195','af','0.03866154646185845922','nl','0.11934477379095162486','de','0.07982319292771711261','af','0.07668306732269292159','no','0.08737487374873749435','de','0.04775447754477549211','nl','0.03989247870974451521','da','0.15742757427574269324','de','0.09992899928999292303','nl','0.09044690446904465886','af','0.08541685416854166712','de','0.04481244812448122866','nl','0.03791445497345968113','da','0.14550945509455093241','de','0.08636286362863630772','nl','0.08259282592825926972','af','0.07927050444866466650','de','0.04757939368705073335','nl','0.03961850596959430593','da','0.14900458457462906203','de','0.10016791015942824727','nl','0.09351232824906313690','af','0.07824686157093727057','de','0.04541483445803745633','nl','0.03770303575211069597','da','0.13870088264198043859','de','0.08623236693324411173','nl','0.08458682501904554729','af','0.00252020161612928964','de','0.00126010080806464482','sv','0.00116009280742459392','no','0.01340107208576685714','de','0.00370029602368189374','no','0.00224017921433714625','fi','0.00234018721497719802','de','0.00118009440755260410','no','0.00116009280742459392','da','0.01254100328026242113','de','0.00358028642291383309','no','0.00182014561164893203','nl','0.00469006566091925529','de','0.00102003468117916013','sv','0.00085400683205465633','no','0.02189430652029130883','de','0.00300004200058800932','nl','0.00205601644813158471','no','0.00457806409289730244','de','0.00095403243710286134','sv','0.00081400651205209640','no','0.02068428958005413126','de','0.00293604110457546582','nl','0.00197801582412659299','no','0.00387548625397844118','de','0.00105912171990457877','sv','0.00104455590010445556','da','0.01943652266245815899','de','0.00313366200268911385','nl','0.00206365137200997806','en','0.00382457674653701764','de','0.00102637390010263730','da','0.00097821027520800610','sv','0.01851742423347099709','de','0.00304184306962511581','nl','0.00185819533232968979','en'
,'EL','0.90755999999999992234','el','0.00064000000000000005','de','0.00062000000000000000','la','0.92448000000000007947','el','0.30437833286556270629','hi','0.26497599039615848948','gu','0.88053999999999998938','el','0.02560103082296293769','te','0.02359078679703392745','gu','0.90127999999999985903','el','0.29274927825893848343','hi','0.27129626889960650749','gu','0.86753108568388503929','el','0.00070810763236011883','ru','0.00031200811221091744','sv','0.90607762431049732044','el','0.28977521633507613563','hi','0.25501367500162447355','gu','0.85189874177231883490','el','0.02160785296252754062','gu','0.01719003133397359329','kn','0.88721954887819542979','el','0.27925569309854164635','hi','0.26190900096025027111','gu','0.87969268615969520297','el','0.00050828162621023771','ru','0.00033909984899601904','la','0.89691386139603979100','el','0.29029485431002738371','hi','0.25678104740169238607','gu','0.85602959318462190641','el','0.02226335559326657679','gu','0.01738428694050929077','kn','0.87772629213360575662','el','0.27934224470783020067','hi','0.26168498421297814449','gu','0.07004280171206847538','el','0.00002000400080016003','ko','0.00002000080003200128','ja','0.14998599943997759087','el','0.00003185017676848107','ml','0.00002864262595594764','bn','0.06642265690627623120','el','0.00002000400080016003','ko','0.00002000080003200128','ja','0.13492539701588063261','el','0.00002840021584164040','bn','0.00002000280039205489','cs','0.04879926878098828774','el','0.00001000030000900027','sv','0.00000200031204867959','ru','0.12175497403979228250','el','0.00003800539676634080','ru','0.00000866223352804109','bn','0.04673121501159030466','el','0.00001000030000900027','sv','0.00000200030804743931','ru','0.10871686973495786610','el','0.00002200312444367100','ru','0.00000600018000540015','ro','0.05047723551588616936','el','0.00000636381570753357','la','0.00000545469421893324','sv','0.11633473669090645120','el','0.00002364051147155819','ru','0.00001454561322487152','bg','0.04695808382144783799','el','0.00000545469421893324','sv','0.00000454557851577770','la','0.10407452492361231322','el','0.00001454790123793547','ru','0.00000909100826554470','bg','0.00708056644531562460','el','0.00000000000000000000','ro','0.00000000000000000000','cs','0.03410272821825746647','el','0.00000000000000000000','ro','0.00000000000000000000','cs','0.00632050564045123688','el','0.00000000000000000000','hu','0.00000000000000000000','ja','0.03214257140571246535','el','0.00000000000000000000','ar','0.00000000000000000000','fr','0.00382611478344350346','el','0.00000000000000000000','ur','0.00000000000000000000','fa','0.02480229762757152692','el','0.00000000000000000000','de','0.00000000000000000000','bn','0.00326609798293948884','el','0.00000000000000000000','ml','0.00000000000000000000','he','0.02348828185938230811','el','0.00000000000000000000','en','0.00000000000000000000','nl','0.00396189381797288926','el','0.00000000000000000000','te','0.00000000000000000000','ko','0.02362226915241107811','el','0.00000000000000000000','nl','0.00000000000000000000','tr','0.00326097134581660331','el','0.00000000000000000000','sr','0.00000000000000000000','ko','0.02242679178420678085','el','0.00000000000000000000','tr','0.00000000000000000000','nl'
,'EN','0.93531999999999992923','it','0.92981999999999997986','af','0.92643999999999993022','la','0.94545999999999996710','it','0.93921999999999972175','af','0.93742000000000025306','es','0.92188000000000003276','it','0.92109999999999991882','la','0.91956000000000004402','es','0.93539999999999989821','it','0.93187999999999993062','es','0.93079999999999984972','en','0.93889763338580023433','af','0.93251773007092020329','it','0.93217000000000016513','la','0.95082770496622959211','af','0.94456600000000001671','it','0.94143799999999999706','la','0.92901799999999978841','la','0.92626555759334572304','af','0.91714950289701724362','id','0.93956563739382437106','af','0.93835399999999991039','la','0.93044599999999999529','it','0.93558237590386839067','af','0.92997338172138810375','it','0.92925825487028479444','id','0.94792617427699754629','af','0.94244347939130745928','it','0.93954121359395414981','la','0.92363335866675899677','af','0.92126890502667335703','la','0.91536809071379920955','id','0.93721977170826076264','af','0.93593208659359306001','la','0.92938247048171074294','en','0.06904276171046841437','en','0.04306172246889875682','af','0.03970158806352255126','de','0.12192487699507975618','en','0.08298331933277329486','nl','0.07656306252250089095','de','0.06650266010640423775','en','0.04112164486579462930','af','0.03654146165846634126','de','0.10972438897555898685','en','0.07082283291331649411','nl','0.06628265130605223709','de','0.06553078636943643343','en','0.04555445554455544305','de','0.03993039930399305826','af','0.11442537310447727095','en','0.09938899388993889528','de','0.09701497014970149324','nl','0.06238274859298310882','en','0.04186441864418644770','de','0.03810838108381083694','af','0.10488325859910317683','en','0.08411684116841167125','de','0.08169881698816990057','nl','0.09321050842095499056','en','0.04073844106280675309','de','0.03906755685495894720','af','0.15238719483924464959','en','0.09704425391797948108','nl','0.09343877642857725818','de','0.08735502193648329861','en','0.03775478571227269819','de','0.03724565770358746752','af','0.13943439691489223353','en','0.08130688104378845649','nl','0.07956050629413097264','de','0.00280022401792143390','en','0.00142011360908872691','de','0.00082006560524841977','nl','0.01426114089127129836','en','0.00276022081766541267','af','0.00242019361548923961','de','0.00262020961676934097','en','0.00138011040883270655','de','0.00080006400512040959','nl','0.01328106248499879606','en','0.00262020961676934141','af','0.00224017921433714712','de','0.00228603657658522572','en','0.00067000938013132177','nl','0.00064601033616537844','da','0.01253420054720874935','en','0.00400205602878440404','de','0.00294404121657703289','nl','0.00210603369653914428','en','0.00063800893212504980','nl','0.00059800956815309015','da','0.01167618681898910035','en','0.00326404569663975297','de','0.00293004102057428792','nl','0.00793642135579167990','en','0.00075455162814968505','nl','0.00056091470005609136','da','0.02339562469545232448','en','0.00351911970188847120','de','0.00287093258035747657','nl','0.00746641793758499872','en','0.00071546039922144823','nl','0.00053182350005318230','da','0.02106651684739525160','en','0.00297002430019882059','de','0.00282365946630472450','nl'
,'ES','0.95209999999999994635','es','0.94176000000000015255','it','0.92758000000000007113','la','0.95928000000000002156','es','0.95094000000000011852','it','0.93694000000000010608','fr','0.94611999999999985000','es','0.92918000000000011696','it','0.92279999999999984261','la','0.95382000000000000117','es','0.94143999999999983253','it','0.92926000000000019696','la','0.93788913044782629136','es','0.93520774083096314122','it','0.93162999999999995815','la','0.94728126193766726271','es','0.94679399999999991344','it','0.94083399999999972607','la','0.93133703871854223166','es','0.92874200000000006749','la','0.92163768655074618241','it','0.94146718054052758173','es','0.93792199999999981141','la','0.93450000000000010836','it','0.93558645291849173997','es','0.93122793173793361188','it','0.92455982930459046365','la','0.94637855469463816327','es','0.94333802728552906824','it','0.93784846939378485597','la','0.92960364950099372283','es','0.91928067259893875285','la','0.91869432371179204910','it','0.94095213679409528407','es','0.93446752649344666519','la','0.93211890577883405040','it','0.04944197767910715746','es','0.03486139445577821766','af','0.03146125845033800883','pt','0.12000480019200769621','es','0.07550302012080484237','pt','0.07246289851594063525','nl','0.04744189767590704238','es','0.03306132245289811894','af','0.02978119124764990952','pt','0.10060402416096642098','es','0.06382255290211609478','nl','0.06222248889955597079','pt','0.04664683964311357178','es','0.03588035880358803748','af','0.02912229122291222841','nl','0.12228420111562006423','es','0.08498084980849808512','nl','0.07226428905715623352','pt','0.04429479730635150353','es','0.03385033850338503569','af','0.02670621364970919911','it','0.10278985021730387139','es','0.07349273492734925695','nl','0.06424464244642444366','af','0.04503065499134532856','es','0.03716299754907306796','af','0.03012019167394699992','nl','0.11818048758758062378','es','0.08622145777291309598','nl','0.07372565561542440693','pt','0.04278880420078837871','es','0.03491655409029503776','af','0.02742290178210225055','nl','0.10033664034211310645','es','0.07365774145835474185','nl','0.06641036223833948759','af','0.00524041923353868368','es','0.00104008320665653240','it','0.00064005120409632783','pt','0.01282102568205456365','es','0.00290023201856148436','it','0.00272021761740939231','pt','0.00506040483238659033','es','0.00100008000640051183','it','0.00056004480358428678','pt','0.01146091687334986446','es','0.00264021121689735159','it','0.00256020481638531087','pt','0.00305006710147623285','es','0.00087201046412556957','it','0.00038200687612377016','id','0.00977621507673169174','es','0.00277202217617740889','it','0.00212202970841591848','de','0.00291206406540943938','es','0.00076400916811001729','it','0.00037600526407369699','id','0.00831218286802310087','es','0.00234201873614988884','it','0.00163401307210457700','pt','0.00279550029000474485','es','0.00084455159673888533','it','0.00038182408273582411','id','0.00910648781574294013','es','0.00257274364473228552','it','0.00189637225623752806','pt','0.00265913442219963599','es','0.00076455031986567184','it','0.00035727824884566401','id','0.00769283217498420002','es','0.00211001342735817445','it','0.00160728003309105918','pt'
,'FA','0.81378010814353596292','fa','0.64164828595576273162','ur','0.27259798247064659371','ar','0.84550046848902116192','fa','0.73135202844674307432','ur','0.41168104100469060658','ar','0.80756400548472273559','fa','0.63021893308664833633','ur','0.29039166693708018396','ar','0.83927699071812411624','fa','0.71855428502161677873','ur','0.42166049898531687834','ar','0.83153419801611194728','fa','0.64469876863066544193','ur','0.49465222426595811811','ar','0.85943242831252852909','fa','0.72804067840877551010','ur','0.59119780415783118599','ar','0.82043631731776034410','fa','0.63442363112391930713','ur','0.50479044389037719398','ar','0.84880485043435949244','fa','0.71871201677176210776','ur','0.58870706074964262999','ar','0.82810565950344605657','fa','0.63885096019106624166','ur','0.52644579548096226418','ar','0.85653414513579284595','fa','0.72339792023879645466','ur','0.61730815574570430115','ar','0.82030427272573602782','fa','0.62714820719386477066','ur','0.52873366900544049862','ar','0.84907831623324936388','fa','0.71418257795520889708','ur','0.61461293058896138142','ar','0.01743066650280611363','fa','0.01599703147869466907','ur','0.00049614659478053780','ar','0.06691517966267419848','fa','0.02244716531296722661','ur','0.00136186181642102694','ar','0.01862426065778432713','fa','0.01515120366753695130','ur','0.00048677592081778357','ar','0.06458901599967431517','fa','0.02113302085016970783','ur','0.00158180624365785241','ar','0.02665129702978878690','fa','0.02283778356725808811','ur','0.00227956358148260780','ar','0.09917302879790650116','fa','0.02582199858800291598','ur','0.00445908786880372474','ar','0.02880656659319118240','fa','0.02209972045994425607','ur','0.00212938394986526792','ar','0.09490765724298622086','fa','0.02425634144053383581','ur','0.00509985460832175237','ar','0.02756887226961554985','fa','0.02268491651214690416','ur','0.00249874890779937155','ar','0.10359800820874850991','fa','0.02612447042154398408','ur','0.00457986799075738808','ar','0.02975808689063046131','fa','0.02196840202703977118','ur','0.00221352802663520899','ar','0.09905357841220181758','fa','0.02498582205938320103','ur','0.00530761950866358734','ar','0.00036870135190495703','fa','0.00010307790628156759','ur','0.00000000000000000000','bn','0.00517416989203503888','fa','0.00012123171421643905','ur','0.00000000000000000000','cr','0.00030700587404572339','fa','0.00008223515141547256','ur','0.00000000000000000000','pl','0.00382704991450207640','fa','0.00012122681537156015','ur','0.00000000000000000000','uk','0.00153191452480314744','fa','0.00018947468144569184','ur','0.00000000000000000000','ko','0.01245119875339808883','fa','0.00009590192701659309','ur','0.00001238641656014349','ar','0.00186316228078697594','fa','0.00017085360933395910','ur','0.00000000000000000000','vi','0.01038027134727668825','fa','0.00008973292219339893','ur','0.00002229184985200688','ar','0.00162710375531553817','fa','0.00016607956909900891','ur','0.00000000000000000000','id','0.01259995438487613792','fa','0.00008773821157789711','ur','0.00001635670706773310','ar','0.00201271470862871872','fa','0.00014055728605577388','ur','0.00000000000000000000','id','0.01039110361967856590','fa','0.00007648640127750944','ur','0.00001744496658198588','ar'
,'FI','0.97456000000000009287','fi','0.94605676340580424633','id','0.93485999999999991328','no','0.97711999999999998856','fi','0.95305718343100576107','id','0.94853999999999993875','no','0.95255999999999996231','fi','0.92095525731543881331','id','0.90969999999999995310','no','0.95725999999999988876','fi','0.93361601696101770287','id','0.92763999999999968704','no','0.97263599999999994505','fi','0.95525155251552529290','id','0.94367566205397235279','af','0.97688599999999992107','fi','0.96147376884261293029','id','0.95344972069832423234','af','0.95120400000000004948','fi','0.92926357558145344928','id','0.92002352014112076528','af','0.95741200000000004078','fi','0.93799162794976775892','id','0.93385760314561883089','af','0.96933727272727254753','fi','0.95382399973817877381','id','0.94460969787107929019','af','0.97365999999999996994','fi','0.95987225303571754864','id','0.95416256059112947163','af','0.94840272727272723063','fi','0.92635912969880562784','id','0.92048971087167597016','af','0.95469090909090925656','fi','0.93677743464240925686','id','0.93412703318921164186','af','0.05374537453745373977','id','0.05370214808592341238','fi','0.04726189047561902418','nl','0.10554422176887075235','fi','0.08710348413936554179','nl','0.07296729672967296187','id','0.05080203208128323406','fi','0.05040504050405041070','id','0.04060162406496260062','nl','0.09886395455818233757','fi','0.07708308332333295432','nl','0.06762676267626763216','id','0.05723822895291580393','fi','0.05269473772632816272','id','0.04604046040460403610','nl','0.11796647186588747613','fi','0.09240492404924045833','nl','0.07370273702737029087','id','0.05542022168088672762','fi','0.04976649766497666383','id','0.03978039780397805980','nl','0.10847443389773557543','fi','0.08067680676806771034','nl','0.06894668946689465339','id','0.05663283024150954359','fi','0.05234980477006506011','id','0.04596483795805974409','nl','0.11410566201029455347','fi','0.09270877178309319677','nl','0.07280190184411608478','id','0.05439100798365086725','fi','0.04900885012068345592','id','0.04076571396363432020','nl','0.10597746541357348782','fi','0.08046233021482862569','nl','0.06758183066132721073','id','0.00264021121689735202','nl','0.00166013281062485016','fi','0.00066009241293781126','id','0.00744059524761980697','fi','0.00378030242419393489','nl','0.00108008640691255320','no','0.00210016801344107499','nl','0.00148011840947275789','fi','0.00054007561058548202','id','0.00698055844467557109','fi','0.00326026082086566891','nl','0.00094007520601648129','af','0.00351602812822502568','fi','0.00299204188858644094','nl','0.00038600540407565702','af','0.01111208889671117493','fi','0.00495406935697099808','nl','0.00102200817606540859','no','0.00351202809622476941','fi','0.00242803399247589532','nl','0.00035800501207016892','af','0.01061208489667917268','fi','0.00424405941683183609','nl','0.00083200665605324834','no','0.00324273906450568824','fi','0.00300002454565537376','nl','0.00046909432068596853','en','0.01027821919352433708','fi','0.00505095041686704719','nl','0.00094273412897548370','af','0.00322455718020792700','fi','0.00264093069852389725','nl','0.00044818507770965607','en','0.00994094523980086804','fi','0.00434549009946445016','nl','0.00087273361988087178','af'
,'FR','0.93213999999999996859','es','0.92937999999999998391','la','0.92596000000000000529','it','0.94268000000000007343','es','0.93753999999999992898','it','0.93681999999999998607','la','0.92668000000000005922','es','0.92492000000000018645','la','0.91956000000000004402','fr','0.93714000000000008406','es','0.93200000000000005063','la','0.93169999999999975060','fr','0.93530199999999996674','la','0.92468569874279527010','it','0.91992599999999991045','fr','0.94393799999999972172','la','0.93817200000000000593','it','0.93302599999999991098','fr','0.93232400000000004159','la','0.91374800000000011568','fr','0.91205964823859309032','it','0.94100799999999973355','la','0.92728400000000021919','fr','0.92629399999999995075','it','0.92894630858449889210','la','0.92118880432292460370','it','0.92025432796634887289','fr','0.94164305279416438133','la','0.93517618684414594021','it','0.93369436462099431040','fr','0.92362805598687969244','la','0.91384067411092950728','fr','0.90945611669849990566','it','0.93824938249382472399','la','0.92824434975731762165','fr','0.92380251946141689334','it','0.03596143845753830420','fr','0.03136125445017799718','es','0.02708108324332973715','la','0.12120484819392772502','fr','0.08674346973878954703','nl','0.07942317692707703825','es','0.03600144005760230748','fr','0.03070122804912196052','es','0.02538101524060963621','la','0.11816472658906358728','fr','0.08122324892995717860','nl','0.07646305852234087930','es','0.03710214840859363261','fr','0.02494209976839907236','la','0.02316032424453942293','id','0.12315649262597053171','fr','0.09847098470984712304','nl','0.07954079540795412628','de','0.03667814671258685238','fr','0.02341409365637463214','la','0.02203639665513979287','es','0.11912847651390610915','fr','0.09155891558915583983','nl','0.07608136946465035577','es','0.03744107927763307142','fr','0.02391214425651258871','id','0.02375248757010424080','la','0.12431601961827097591','fr','0.09966063420403584172','nl','0.07735951287007018784','af','0.03694198609993683269','fr','0.02245303345045614532','id','0.02203332818167768117','la','0.12065691207687306852','fr','0.09161149207313136478','nl','0.07473542869142998923','es','0.00096007680614449179','fr','0.00054004320345627638','ro','0.00040003200256020474','da','0.00666053284262740821','fr','0.00216017281382510596','de','0.00172013761100888070','es','0.00082006560524841999','fr','0.00054004320345627649','ro','0.00036002880230418427','da','0.00780062404992399195','fr','0.00202016161292903427','de','0.00170013601088087030','es','0.00121200969607756842','fr','0.00029200408805723284','de','0.00023800190401523214','la','0.00818606548852390641','fr','0.00240403365647119064','de','0.00185401483211865693','la','0.00109000872006976028','fr','0.00026800375205252871','de','0.00024000336004704068','nl','0.00895007160057280371','fr','0.00224603144444022237','de','0.00142803141669116743','es','0.00127091717856386279','fr','0.00044182139506469142','en','0.00032545720828624966','nl','0.00822823417967205074','fr','0.00228274594973958784','de','0.00192002618217521157','la','0.00120000763641223097','fr','0.00043454861489901749','en','0.00032272991324474481','nl','0.00923187693012591723','fr','0.00215729037783036386','de','0.00131274517379782480','la'
,'GU','0.41031322388961638525','gu','0.00000000000000000000','pl','0.00000000000000000000','de','0.56821728691476580675','gu','0.30437833286556270629','hi','0.23119849587967036819','ko','0.43152437824004191702','gu','0.04018642982877260184','ko','0.03567189990166491631','te','0.57877918158416419292','gu','0.31234732400621806336','hi','0.25026002080166415142','ko','0.40143923223406602352','gu','0.00000000000000000000','th','0.00000000000000000000','ta','0.55133885059100817827','gu','0.28976952704970726504','hi','0.24001792103942032330','ko','0.41538021726700974368','gu','0.03304059473070514868','cs','0.02954999999999999988','pt','0.56152460896797906642','gu','0.29369301980281548037','hi','0.24816839376683849649','ko','0.39981250338034757252','gu','0.00000000000000000000','fr','0.00000000000000000000','ar','0.55039551902194039368','gu','0.29029226150040704502','hi','0.23832868432441475792','ko','0.41393502133345461136','gu','0.03231821797931583307','uk','0.03204580413604512373','cs','0.55576554779439579779','gu','0.29428423875922499198','hi','0.24864530183402494545','ko','0.01262380392815175625','gu','0.00000000000000000000','cs','0.00000000000000000000','ro','0.04901254577105470384','gu','0.00000000000000000000','es','0.00000000000000000000','cr','0.01256726604541277999','gu','0.00000000000000000000','tr','0.00000000000000000000','nl','0.04808403610001478479','gu','0.00000000000000000000','it','0.00000000000000000000','fi','0.00864334367157925179','gu','0.00000000000000000000','ro','0.00000000000000000000','cs','0.03705858724289073231','gu','0.00000000000000000000','id','0.00000000000000000000','ur','0.00850571758961839869','gu','0.00000000000000000000','ro','0.00000000000000000000','cs','0.03649848081093465951','gu','0.00000000000000000000','ml','0.00000000000000000000','he','0.00845089466804885975','gu','0.00000000000000000000','ro','0.00000000000000000000','cs','0.03714186076885063470','gu','0.00000000000000000000','id','0.00000000000000000000','ur','0.00839260125170323244','gu','0.00000000000000000000','pl','0.00000000000000000000','de','0.03626578540476329410','gu','0.00000000000000000000','fr','0.00000000000000000000','ar','0.00063794782258335292','gu','0.00000000000000000000','cs','0.00000000000000000000','ro','0.00756393324528754907','gu','0.00000000000000000000','ta','0.00000000000000000000','no','0.00078755660563102961','gu','0.00000000000000000000','cr','0.00000000000000000000','es','0.00757553339448998470','gu','0.00000000000000000000','bg','0.00000000000000000000','ru','0.00049005581373932319','gu','0.00000000000000000000','ro','0.00000000000000000000','cs','0.00459579998227840555','gu','0.00000000000000000000','pl','0.00000000000000000000','de','0.00051394394156457381','gu','0.00000000000000000000','sq','0.00000000000000000000','af','0.00457656553274083354','gu','0.00000000000000000000','de','0.00000000000000000000','bn','0.00052583502602132170','gu','0.00000000000000000000','hu','0.00000000000000000000','ja','0.00462911224183408521','gu','0.00000000000000000000','cr','0.00000000000000000000','es','0.00054122316435143423','gu','0.00000000000000000000','cs','0.00000000000000000000','ro','0.00462265565794206176','gu','0.00000000000000000000','el','0.00000000000000000000','ta'
