
EN,97,en,106,nl,107,af,94,en,105,nl,122,af,116,id,119,en,133,nl,113,en,122,id,128,af,97,en,114,af,116,nl,106,en,114,af,117,nl,117,en,142,nl,143,af,106,en,131,af,131,nl,107,en,115,nl,123,af,93,en,110,nl,111,af,107,en,145,nl,152,af,110,en,147,nl,155,af,231206,en,567183,sq,580831,pt,145070,en,439485,da,494286,sv,300602,en,636591,sq,663167,ro,148487,en,472445,da,552009,nl,99563,en,564557,af,582644,da,66660,en,335992,fr,510770,da,139398,en,803552,fr,823827,da,78542,en,346152,fr,524615,da,59285,en,217802,nl,300085,bs,39371,en,169880,fr,527243,es,70022,en,292769,nl,681086,da,43644,en,200052,fr,546632,es,2264011,en,2798319,sv,2839648,nl,1974161,en,2916541,nl,2950683,sv,2371475,en,2880630,sv,2921556,nl,2044622,en,2948025,sv,2957091,nl,11957045,en,18390460,la,18580666,it,6015604,en,17035617,de,18332876,nl,12178085,en,18767676,la,19842779,sv,5734582,en,18799687,de,19880170,sv,9184785,en,36171526,la,36637303,sv,1475763,en,31474699,sv,31686365,de,10167169,en,37779304,la,40663731,sv,1588554,en,32427389,de,33613286,sv,
ES,318,cs,466,de,1740,es,306,cs,492,de,1735,es,427,cs,637,de,1805,es,456,cs,683,de,1781,es,163,es,351,en,376,cs,164,es,354,en,373,cs,233,es,481,cs,498,en,263,es,487,cs,515,en,176,es,303,pt,347,en,171,es,291,pt,347,en,247,es,395,pt,460,hu,240,es,346,pt,461,en,796429,es,932642,pt,983001,nl,689182,es,1050397,pt,1052383,da,816605,es,975104,pt,1095252,nl,709230,es,1091306,pt,1137693,en,525915,es,2966513,hu,3031041,pt,842955,es,3213491,hu,3322047,en,563544,es,3441634,hu,3567544,pt,825404,es,3542025,en,3668812,hu,897294,es,3615589,pt,4117501,hu,1146140,es,3320516,pt,4750559,hu,934714,es,4743949,pt,4985572,hu,1098542,es,3803845,pt,4880625,hu,2506173,es,2890003,it,2986402,pt,2397476,es,3406035,it,3406460,pt,2590268,es,2963388,it,3089741,en,2475280,es,3467145,it,3490396,pt,11065866,es,21783084,en,21804827,it,8134110,es,23586785,fr,24758523,pt,11954417,es,22083102,en,22688452,la,8447544,es,25036881,pt,25105786,fr,21386868,es,44594570,en,44886961,pt,13274583,es,44692114,pt,47483103,fr,24367579,es,47201738,pt,47438855,en,14155564,es,45267767,pt,48844772,it,
FA,2043,fa,9624,ur,13376,ar,2039,fa,9559,ur,13263,ar,2123,fa,9732,ur,13352,ar,2054,fa,11102,ur,13230,ar,229,fa,13786,ur,14488,ar,244,fa,14437,ar,16211,ur,284,fa,13881,ur,14428,ar,302,fa,14452,ar,16276,ur,220,fa,14581,ar,16830,ur,227,fa,14520,ar,16728,ur,286,fa,14691,ar,16946,ur,280,fa,14474,ar,16748,ur,1055863,fa,1329987,ur,1959356,ar,1032315,fa,1281440,ur,2014211,ar,1025404,fa,1431224,ur,1993277,ar,1037725,fa,1403301,ur,2115854,ar,1860554,fa,6573787,ur,7978756,ar,1076261,fa,6628034,ur,7995714,ar,1878110,fa,7253402,ur,7940238,ar,1045926,fa,7054040,ur,7843152,ar,2792186,fa,12695215,ur,14009117,ar,1520432,fa,12175723,ur,14619292,ar,2819469,fa,14195038,ur,14449529,ar,1433497,fa,12706474,ur,14035030,ar,2607121,fa,2723312,ur,2852199,ro,2637728,fa,3470427,ur,3656436,bn,2679448,fa,2836733,ur,2927628,cr,2707268,fa,3535656,ur,3708114,bs,11818105,fa,21848492,ur,23255883,la,7976984,fa,27642028,ur,29587391,ar,12288404,fa,22441570,ur,23443200,sr,7910680,fa,28051268,ur,29615973,ar,20696164,fa,48240213,ur,51405984,cr,12628575,fa,53397347,ur,59601188,ar,21441099,fa,51002878,ur,53331102,ro,12385103,fa,55357682,ur,59063755,ar,
FI,123,fi,148,sv,196,en,106,fi,136,sv,188,en,161,fi,172,sv,235,en,152,fi,166,sv,226,en,97,fi,132,sv,163,af,112,fi,145,sv,177,af,121,fi,150,sv,190,af,120,fi,155,sv,202,af,100,fi,134,sv,142,af,109,fi,144,sv,153,af,128,fi,160,sv,170,af,124,fi,158,sv,181,af,460147,fi,797981,da,833704,nl,198781,fi,733820,da,812645,sv,454833,fi,891070,da,905298,nl,260718,fi,815126,da,910512,sv,645042,fi,2078014,sv,2465264,af,76965,fi,2181939,sv,2215271,af,647690,fi,2267827,sv,3205087,af,256623,fi,2291202,sv,2507262,af,825639,fi,2470028,sv,2962447,de,86063,fi,3591036,sv,3629672,af,836355,fi,3236322,sv,4002655,nl,413317,fi,3729422,sv,4089612,af,2540586,fi,3130285,nl,3344235,no,2215673,fi,3472090,no,3494143,nl,2561971,fi,3228134,nl,3367190,no,2231137,fi,3557274,no,3599908,nl,7704380,fi,22742037,no,23192972,sv,5888336,fi,21558186,sv,22709729,no,7233497,fi,23191731,no,23219268,nl,6078218,fi,22550522,sv,23991623,no,12269426,fi,46869556,sv,47786664,no,7996071,fi,40381479,sv,40909777,no,12281066,fi,47683139,sv,50445896,id,8412383,fi,41565994,sv,46292334,no,
FR,200,fr,244,pt,275,af,204,fr,250,pt,279,af,239,fr,334,pt,335,af,243,fr,327,af,342,pt,191,fr,253,pt,329,es,174,fr,237,pt,292,hu,231,fr,352,pt,435,es,213,fr,341,pt,420,es,169,fr,240,pt,256,es,159,fr,240,pt,270,id,212,fr,345,es,345,pt,200,fr,355,pt,422,es,588890,fr,615773,la,707152,ro,511773,fr,610996,ro,661778,la,652582,fr,853353,la,909581,ro,566814,fr,727065,en,783168,ro,685968,fr,1634145,la,2060024,en,275112,fr,1779151,hu,1798945,en,695073,fr,2436331,en,2557607,la,286531,fr,2107576,en,2427133,la,855236,fr,2361106,la,3117485,en,93353,fr,2371771,hu,2532839,la,1228066,fr,2814720,la,3907341,en,426024,fr,2830151,es,2961158,cs,2457305,fr,2599525,da,2607670,ro,2272512,fr,2906336,da,2951388,ro,2623924,fr,2777337,ro,2840932,da,2482082,fr,3060104,da,3132298,ro,11329430,fr,18633840,la,18661398,ro,6086378,fr,19746520,ro,19809618,la,12432773,fr,19992540,la,20522406,ro,6641207,fr,20636496,la,21625123,ro,17559345,fr,38269136,la,40961714,ro,10140576,fr,36021883,la,38762305,ro,18537387,fr,41933501,la,44860617,en,9818619,fr,38396862,la,41945015,da,
GU,2429,gu,64493,de,64493,bn,2466,gu,64247,hi,64247,fi,2570,gu,64169,el,64169,hu,2586,gu,63923,el,63925,ta,2443,gu,108937,ur,108937,fa,2445,gu,108855,kn,108855,uk,2591,gu,107961,hu,107962,ta,2571,gu,108043,ta,108043,hu,2479,gu,132963,th,132963,ta,2495,gu,132348,ml,132348,he,2631,gu,132479,el,132480,vi,2655,gu,131173,kn,131175,te,1118595,gu,1673463,he,1673463,ml,850188,gu,2120991,id,2120991,ur,1101727,gu,1688898,bn,1688898,de,862926,gu,2121338,he,2121338,ml,3723354,gu,9650271,bn,9650271,de,1864380,gu,12890994,it,12890994,fi,3950887,gu,9891443,cs,9891443,ro,1827651,gu,12641692,cs,12641692,ro,6162032,gu,18824712,de,18824712,bn,1398078,gu,23806104,ko,23806104,sr,6369960,gu,19571787,hi,19571787,it,1417016,gu,22890116,fi,22890116,it,1978581,gu,2218377,ro,2218377,cs,2137266,gu,2916443,af,2916443,pt,1951172,gu,2262258,te,2262258,ko,2098205,gu,2940918,kn,2940918,uk,12732425,gu,18087909,ja,18087909,hu,13689898,gu,24511883,uk,24511883,ru,12340880,gu,18115200,fa,18115200,ur,13520741,gu,24369765,nl,24369765,tr,27142957,gu,39982432,da,39982432,bs,22211786,gu,50556726,ja,50556726,hu,26775545,gu,41210397,es,41210397,cr,21819344,gu,49400688,es,49400688,cr,
HE,86,he,19378,sq,19397,cs,87,he,19253,sq,19317,cs,1666,he,20960,sq,20976,cs,1657,he,20877,sq,20920,cs,76,he,24735,sq,25202,cs,76,he,24724,sq,25127,cs,110,he,27350,sq,27821,cs,109,he,27353,sq,27747,cs,90,he,13562,ru,20569,sq,82,he,13428,ru,20476,sq,98,he,17128,ru,24010,sq,98,he,16955,ru,23748,sq,216392,he,1443772,bg,1443772,uk,171003,he,1629167,ar,1629167,fr,302609,he,1433970,bg,1433970,kn,226624,he,1613412,da,1613412,la,278253,he,8325724,ml,8325724,th,245865,he,9725262,af,9728631,bs,459788,he,8398395,ml,8398395,th,242291,he,9446036,af,9450850,bs,103993,he,15561724,pl,15886016,sq,390997,he,16949371,sq,17302032,pl,461057,he,15949240,pl,16269225,sq,372340,he,16807779,pl,17099823,la,1834846,he,1901466,cr,1901466,es,1815013,he,2263508,de,2263508,bn,1877554,he,1907394,ml,1907394,ta,1878074,he,2258966,ar,2258966,fr,9503687,he,15503922,te,15503922,sr,7179381,he,19024148,id,19024148,fa,10317014,he,15273600,bn,15273600,de,7033466,he,18718805,cs,18718805,ro,11947865,he,34270656,ja,34270656,hu,6120815,he,39238056,ml,39238056,th,13355880,he,34746021,ja,34746021,hu,6206153,he,37945456,ml,37945456,el,
HI,3726,hi,41022,ur,60288,ko,3733,hi,40311,ur,61113,bg,5658,hi,42787,ur,61881,ko,6817,hi,41996,ur,62361,he,2143,hi,68148,ur,89136,ru,2075,hi,67818,ur,90720,tr,2583,hi,70718,ur,91230,ru,2591,hi,70403,ur,92813,tr,2127,hi,83977,ur,99450,ru,2025,hi,83239,ur,99198,ru,2495,hi,87444,ur,102637,ru,2487,hi,86470,ur,101705,ru,1177674,hi,2001593,ur,2001593,fa,899603,hi,2459120,pl,2459120,bn,1274519,hi,2039424,es,2039424,cr,997003,hi,2479874,ro,2479874,cs,4354421,hi,11542481,is,11542481,vi,1421322,hi,14946080,fa,14946080,ur,4590204,hi,11944384,pl,11944384,de,1674697,hi,14778316,bs,14778316,da,5608093,hi,22515832,vi,22515832,is,1368134,hi,27601280,fa,27601280,id,5919179,hi,23633856,pt,23633856,sv,1364457,hi,26758868,he,26758868,ml,2202243,hi,2671107,fa,2671107,id,2250839,hi,3743494,is,3743494,vi,2459652,hi,2750196,ja,2750196,hu,2473639,hi,3793358,hu,3793358,ja,17240773,hi,21779319,bg,21779319,ru,14920861,hi,31463014,fi,31463014,it,18144188,hi,22022400,sq,22022400,gu,16354753,hi,31433465,he,31433465,ml,26890030,hi,48142112,cs,48142112,ro,24355387,hi,64893708,ro,64893708,cs,30972490,hi,50098914,fi,50098914,it,24393613,hi,63719728,ar,63719728,fr,
HU,161,hu,323,pt,1876,is,162,hu,321,pt,1881,cs,181,hu,391,pt,1930,is,185,hu,385,pt,1946,is,172,hu,346,pt,375,es,178,hu,356,pt,396,es,205,hu,410,pt,435,es,230,hu,406,pt,459,es,178,hu,350,pt,442,es,163,hu,345,pt,423,es,196,hu,408,pt,532,es,187,hu,407,pt,475,es,426800,hu,1249388,cs,1464980,pl,404067,hu,1463294,pl,1482297,cs,486316,hu,1401585,cs,1431687,nl,410251,hu,1440559,pl,1460199,nl,414628,hu,3371410,cs,5517685,es,375522,hu,5437000,es,5492590,cs,647468,hu,3764361,cs,5843064,es,563780,hu,5110965,cs,5226304,es,230745,hu,5602412,cs,9164654,es,183150,hu,7953725,cs,8917103,pl,965364,hu,6761549,cs,10341268,pl,511702,hu,6889068,cs,8383242,pl,2520686,hu,3374455,id,3378425,pt,2296382,hu,3723447,id,3743638,af,2572805,hu,3445228,id,3454310,bs,2320503,hu,3728545,id,3751780,af,13385964,hu,26467391,bs,26663879,id,11072652,hu,29418622,id,30559331,af,13568023,hu,26710584,id,26857881,bs,12218255,hu,29091057,id,30221315,es,17937382,hu,57147091,pl,57377379,id,12144554,hu,58462235,id,61182539,sv,18962289,hu,59277503,id,59441871,bs,13921639,hu,57545285,id,59016364,sv,
ID,91,id,138,en,138,af,107,id,129,en,137,sq,115,id,173,sq,175,af,123,id,184,af,185,fi,97,id,130,en,140,sq,93,id,134,en,137,af,117,id,174,en,178,fi,113,id,173,af,182,en,94,id,134,sq,143,af,93,id,134,sq,138,en,120,id,172,fi,196,sq,113,id,173,fi,190,af,162777,id,846046,bs,894766,en,90230,id,836079,la,864980,sq,230210,id,997640,sq,998597,en,214083,id,969946,sq,971385,la,78247,id,1027708,tr,1791001,hu,55987,id,950563,tr,1151829,en,95115,id,1956495,tr,2345726,en,69948,id,1535367,en,1646042,tr,83651,id,1372638,tr,2699835,hu,60506,id,761259,cs,907115,tr,99433,id,3228097,tr,3329670,bs,77652,id,1896651,en,1906387,bs,2639028,id,3857678,la,3884122,en,2154841,id,4186712,it,4187790,la,2776335,id,4002746,la,4027671,en,2390041,id,4317811,la,4333059,it,5901518,id,23989078,la,27690184,pt,3664975,id,26270656,la,29209958,it,4601677,id,24920360,la,28885120,sv,3401659,id,27505640,la,30693253,it,8295166,id,49334836,la,55094131,pt,3496838,id,53078321,la,55004678,bs,6965758,id,53450217,la,60469768,sv,4223300,id,54054992,la,55565038,bs,
IS,183,is,1924,af,3346,es,195,is,3341,es,3354,hu,213,is,1980,af,3368,es,257,is,3349,es,3394,hu,153,is,351,af,653,ro,168,is,346,af,645,ro,193,is,447,af,779,ro,193,is,463,af,811,ro,147,is,338,af,418,pt,169,is,342,af,378,pt,173,is,424,af,492,pt,193,is,446,af,448,pt,369738,is,1008459,no,1074950,nl,325797,is,1021447,nl,1022761,no,400752,is,995326,no,1187990,da,359877,is,1060468,no,1137541,da,304413,is,4388090,hu,4499852,da,74926,is,4062852,da,4281063,af,315744,is,4491023,da,4904936,hu,84529,is,4188670,hu,4259054,da,129661,is,7623347,hu,7939948,da,69949,is,6460550,es,6467544,hu,145474,is,8014702,da,8083067,hu,78278,is,6426059,hu,6428439,es,2413753,is,2967555,no,3104603,sv,2114974,is,3119044,no,3321495,da,2506973,is,3108560,no,3146827,da,2242908,is,3188321,no,3385960,da,9070145,is,20860939,no,22420776,sv,6975774,is,22694566,no,25306202,da,8663693,is,20928334,no,23183498,da,7838773,is,22720436,no,25493559,da,11176991,is,44282776,no,45635565,sv,8705638,is,41743076,no,47969389,sv,10908355,is,44251232,no,49493693,da,8436187,is,41408060,no,47735540,sv,
